id,created_at,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,section,question_type,level,difficulty,random_order,type,manual_review,media_url,updated_at,used_count
1,2025-10-16,The police caught the bank robber. → The bank robber ___ by the police.,was caught,is caught,caught,was caught the police,was caught,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
2,2025-10-16,Many students visit the museum. → The museum ___ by many students.,is visited,visits,was visited,is visited many students,is visited,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
3,2025-10-16,The laundry is done by my mom. → My mom ___ the laundry.,does,did,is doing,does by,does,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
4,2025-10-16,This house was built a long time ago. → They ___ this house a long time ago.,built,build,have built,built by,built,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
5,2025-10-16,My teacher wrote this book. → This book ___ by my teacher.,was written,is written,wrote,has written,was written,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
6,2025-10-16,They have reached their goal. → The goal ___ reached.,has been,had been,was,is,has been,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
7,2025-10-16,These articles were written by famous writers. → Famous writers ___ these articles.,wrote,has written,write,were writing,wrote,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
8,2025-10-16,Rita wrote the letter to him. → The letter ___ to him by Rita.,was written,is written,has been written,was wrote,was written,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
9,2025-10-16,You will be given some instruction by the manager. → The manager ___ you some instruction.,will give,will gave,would give,will give some instruction you,will give,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
10,2025-10-16,She told me a lie. → A lie ___ by her.,was told,is told,has been told,were told,was told,Grammar,multiple choice,6,1,True,active and passive voice,False,,2025-10-16,0
11,2025-10-16,Ted is the boy ___ is reading on the bench.,who,which,why,where,who,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
12,2025-10-16,There is the man ___ car was stolen.,whose,who,whom,which,whose,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
13,2025-10-16,This is the ice cream shop ___ has thirty-one flavors.,that,who,whose,what,that,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
14,2025-10-16,I want to wear the dress ___ has a red ribbon.,that,who,where,whom,that,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
15,2025-10-16,"It started to rain, so we stopped ___ soccer.",playing,to play,played,to playing,playing,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
16,2025-10-16,Our class decided ___ a talent show next week.,to have,having,to having,to had,to have,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
17,2025-10-16,We will go to the library ___ we have enough time.,if,so,whether,unless,if,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
18,2025-10-16,I’m going to have my brother ___ me how to do it.,show,to show,showing,to showing,show,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
19,2025-10-16,This car ___ made in our country.,is,does,were,being,is,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
20,2025-10-16,We stopped ___ video games when dinner was ready.,playing,to play,played,to playing,playing,Grammar,multiple choice,6,1,True,relative pronouns and mixed verb patterns,False,,2025-10-16,0
21,2025-10-16,You may lose friends ___ you don’t treat them nicely.,if,unless,as if,although,if,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
22,2025-10-16,We ___ late unless we hurry.,will be,won’t be,are,wouldn’t be,will be,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
23,2025-10-16,Take your umbrella in case it ___.,rains,rained,will rain,would rain,rains,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
24,2025-10-16,He acted ___ he didn’t do anything wrong.,as if,if,when,however,as if,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
25,2025-10-16,You will be sick unless you ___ eating.,stop,stops,stopped,will stop,stop,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
26,2025-10-16,"She loses her job, she would still have enough money.",even if,however,unless,whereas,even if,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
27,2025-10-16,"Once I’m done with chores, I ___ the dog.",will walk,would walk,won’t walk,wouldn’t walk,will walk,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
28,2025-10-16,"If only I had taken the train, I ___ late.",wouldn’t have been,would haven’t been,would been,wouldn’t been,wouldn’t have been,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
29,2025-10-16,You’d better write them down; ___ you won’t remember them.,otherwise,despite,if,unless,otherwise,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
30,2025-10-16,You will fail ___ you study harder.,unless,if,since,although,unless,Grammar,multiple choice,6,2,True,conditional clauses,False,,2025-10-16,0
31,2025-10-16,"If Sujin had been at the mall, she would have be lost.",be,had,she,would,be,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
32,2025-10-16,"If you take precautions, you should have any problems.",should,take,have,any,should,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
33,2025-10-16,"If you will knock on wood, you will keep bad luck away.",will knock,on,keep,away,will knock,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
34,2025-10-16,"If she doesn’t study, she wasn’t going to pass the test.",wasn’t,doesn’t,study,going to,wasn’t,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
35,2025-10-16,"If I was president, I would have so much power.",was,would,have,much,was,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
36,2025-10-16,"If I will get money tomorrow, I will go on a vacation.",will get,will go,on,tomorrow,will get,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
37,2025-10-16,"If I invited everyone for dinner, there won’t be enough space.",won’t,invited,everyone,enough,won’t,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
38,2025-10-16,What will have happened if I had never met my wife?,will,have,had,never,will,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
39,2025-10-16,"If Joe had worked harder, she can have gotten a promotion.",can,had worked,have gotten,harder,can,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
40,2025-10-16,"If she went there by car, she won’t arrive on time.",won’t,went,by,on,won’t,Grammar,multiple choice,6,3,True,conditional grammar errors,False,,2025-10-16,0
41,2025-10-16,"The monster looks as if it were real. In fact, it ___ real.",was not,is,is not,was,was not,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
42,2025-10-16,Mom suggested that I go abroad. Mom believed I ___ go abroad.,could,would,may,shall,could,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
43,2025-10-16,"If I had stayed at the beach, I could have seen the sunset. As I didn’t stay, I ___ see it.",couldn’t,can’t,can,could,couldn’t,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
44,2025-10-16,"He makes it seem as if he ___ the song. In fact, he didn’t.",had written,has written,wrote,writes,had written,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
45,2025-10-16,"If I ___ you, I would say sorry first.",were,if,was,unless,were,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
46,2025-10-16,I ___ I was so rich. I am not rich now.,wish,want,like,love,wish,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
47,2025-10-16,"If I were you, I ___ ask for more. (Don’t ask for more.)",wouldn’t,would,won’t,will,wouldn’t,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
48,2025-10-16,"If it ___ so cold, I would go hiking. (It is very cold.)",weren’t,were,wasn’t,was,weren’t,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
49,2025-10-16,Everything could have turned out differently if you ___ me earlier.,had told,told,had said,said,had told,Grammar,multiple choice,6,3,True,advanced conditionals and paraphrasing,False,,2025-10-16,0
